siren_epci,nom_complet,form_epci,insee,nom_com,pop_total
200071843,CC du Vexin Normand,CC,27324,Hébécourt,37263
200066413,CC Intercom Bernay Terres de Normandie,CC,27325,Hecmanville,239651
200072312,CA Seine Normandie Agglomération,CA,27326,Hécourt,118670
242700607,CC du Pays du Neubourg,CC,27327,Hectomare,189545
200072312,CA Seine Normandie Agglomération,CA,27329,Hennezis,29862
200089456,CA Seine-Eure,CA,27330,Herqueville,49084
200072312,CA Seine Normandie Agglomération,CA,27331,Heubécourt-Haricourt,289090
200089456,CA Seine-Eure,CA,27332,Heudebouville,274807
200071843,CC du Vexin Normand,CC,27333,Heudicourt,132380
200066017,CC Lieuvin Pays d'Auge,CC,27334,Heudreville-en-Lieuvin,267397
200089456,CA Seine-Eure,CA,27335,Heudreville-sur-Eure,170487
200072312,CA Seine Normandie Agglomération,CA,27336,La Heunière,151508
200072312,CA Seine Normandie Agglomération,CA,27337,Heuqueville,32038
200070142,CC Lyons Andelle,CC,27338,Les Hogues,175210
242700607,CC du Pays du Neubourg,CC,27339,Hondouville,65580
200066405,CC Roumois Seine,CC,27340,Honguemare-Guenouville,163739
200066462,CC Interco Normandie Sud Eure,CC,27341,L'Hosmes,74625
242700607,CC du Pays du Neubourg,CC,27342,Houetteville,46092
200072312,CA Seine Normandie Agglomération,CA,27343,Houlbec-Cocherel,54571
200066413,CC Intercom Bernay Terres de Normandie,CC,27345,La Houssaye,161356
200070142,CC Lyons Andelle,CC,27346,Houville-en-Vexin,180220
200071454,CA Evreux Portes de Normandie,CA,27347,Huest,101316
200089456,CA Seine-Eure,CA,27348,Igoville,155333
200065787,CC de Pont-Audemer / Val de Risle,CC,27349,Illeville-sur-Montfort,38954
200071454,CA Evreux Portes de Normandie,CA,27350,Illiers-l'Évêque,188614
200089456,CA Seine-Eure,CA,27351,Incarville,264829
200071454,CA Evreux Portes de Normandie,CA,27353,Irreville,219206
242700607,CC du Pays du Neubourg,CC,27354,Iville,133916
200040277,CA Agglo du Pays de Dreux,CA,27355,Ivry-la-Bataille,197241
200071454,CA Evreux Portes de Normandie,CA,27358,Jouy-sur-Eure,29498
200066462,CC Interco Normandie Sud Eure,CC,27359,Juignettes,184616
200071454,CA Evreux Portes de Normandie,CA,27360,Jumelles,278493
200066017,CC Lieuvin Pays d'Auge,CC,27361,La Lande-Saint-Léger,201455
200066405,CC Roumois Seine,CC,27363,Le Landin,218903
200066413,CC Intercom Bernay Terres de Normandie,CC,27364,Launay,71059
200089456,CA Seine-Eure,CA,27365,Léry,216810
200070142,CC Lyons Andelle,CC,27366,Letteguives,209451
200066017,CC Lieuvin Pays d'Auge,CC,27367,Lieurey,291357
200071454,CA Evreux Portes de Normandie,CA,27368,Lignerolles,299386
200070142,CC Lyons Andelle,CC,27369,Lilly,205375
200070142,CC Lyons Andelle,CC,27370,Lisors,262074
200066413,CC Intercom Bernay Terres de Normandie,CC,27371,Livet-sur-Authou,9553
200071843,CC du Vexin Normand,CC,27372,Longchamps,80563
200070142,CC Lyons Andelle,CC,27373,Lorleau,125026
242700276,CC du Pays de Conches,CC,27374,Louversey,46181
200089456,CA Seine-Eure,CA,27375,Louviers,280046
200040277,CA Agglo du Pays de Dreux,CA,27376,Louye,64422
200070142,CC Lyons Andelle,CC,27377,Lyons-la-Forêt,113417
200040277,CA Agglo du Pays de Dreux,CA,27378,La Madeleine-de-Nonancourt,49100
200071843,CC du Vexin Normand,CC,27379,Mainneville,181898
200066413,CC Intercom Bernay Terres de Normandie,CC,27380,Malleville-sur-le-Bec,77086
200066017,CC Lieuvin Pays d'Auge,CC,27381,Malouy,239899
200089456,CA Seine-Eure,CA,27382,Mandeville,136072
200066462,CC Interco Normandie Sud Eure,CC,27383,Mandres,48148
200066827,CC du Pays de Honfleur-Beuzeville,CC,27384,Manneville-la-Raoult,241033
200065787,CC de Pont-Audemer / Val de Risle,CC,27385,Manneville-sur-Risle,264269
200089456,CA Seine-Eure,CA,27386,Le Manoir,52388
200065787,CC de Pont-Audemer / Val de Risle,CC,27388,Marais-Vernier,277247
242700607,CC du Pays du Neubourg,CC,27389,Marbeuf,49884
200071454,CA Evreux Portes de Normandie,CA,27390,Marcilly-la-Campagne,67071
200071454,CA Evreux Portes de Normandie,CA,27391,Marcilly-sur-Eure,157231
200071843,CC du Vexin Normand,CC,27392,Martagny,184398
200066017,CC Lieuvin Pays d'Auge,CC,27393,Martainville,226196
200089456,CA Seine-Eure,CA,27394,Martot,157142
200066413,CC Intercom Bernay Terres de Normandie,CC,27395,Mélicourt,41964
200070142,CC Lyons Andelle,CC,27396,Ménesqueville,209681
200072312,CA Seine Normandie Agglomération,CA,27397,Ménilles,109600
200066413,CC Intercom Bernay Terres de Normandie,CC,27398,Menneval,46795
200072312,CA Seine Normandie Agglomération,CA,27399,Mercey,226869
200072312,CA Seine Normandie Agglomération,CA,27400,Merey,81028
200071454,CA Evreux Portes de Normandie,CA,27401,Le Mesnil-Fuguet,234781
200089456,CA Seine-Eure,CA,27403,Le Mesnil-Jourdain,266447
200066413,CC Intercom Bernay Terres de Normandie,CC,27404,Mesnil-Rousset,136977
200071843,CC du Vexin Normand,CC,27405,Mesnil-sous-Vienne,190549
200071454,CA Evreux Portes de Normandie,CA,27406,Mesnil-sur-l'Estrée,173784
200072312,CA Seine Normandie Agglomération,CA,27407,Mesnil-Verclives,98644
200072312,CA Seine Normandie Agglomération,CA,27408,Mézières-en-Vexin,49879
200071454,CA Evreux Portes de Normandie,CA,27410,Miserey,87272
200071454,CA Evreux Portes de Normandie,CA,27411,Moisville,270192
200089456,CA Seine-Eure,CA,27412,Terres de Bord,256297
200065787,CC de Pont-Audemer / Val de Risle,CC,27413,Montfort-sur-Risle,225941
200066413,CC Intercom Bernay Terres de Normandie,CC,27414,Montreuil-l'Argillé,13292
200066017,CC Lieuvin Pays d'Auge,CC,27415,Morainville-Jouveaux,13700
200071843,CC du Vexin Normand,CC,27417,Morgny,156493
200066413,CC Intercom Bernay Terres de Normandie,CC,27418,Morsan,74524
200071454,CA Evreux Portes de Normandie,CA,27419,Mouettes,138293
200071843,CC du Vexin Normand,CC,27420,Mouflaines,97576
200071454,CA Evreux Portes de Normandie,CA,27421,Mousseaux-Neuville,144604
200072312,CA Seine Normandie Agglomération,CA,27422,Muids,53347
200071454,CA Evreux Portes de Normandie,CA,27423,Muzy,59745
242700276,CC du Pays de Conches,CC,27424,Nagel-Séez-Mesnil,78404
200066413,CC Intercom Bernay Terres de Normandie,CC,27425,Nassandres sur Risle,58339
200071843,CC du Vexin Normand,CC,27426,Neaufles-Saint-Martin,222163
200066462,CC Interco Normandie Sud Eure,CC,27427,Neaufles-Auvergny,207577
242700607,CC du Pays du Neubourg,CC,27428,Le Neubourg,82455
200072312,CA Seine Normandie Agglomération,CA,27429,Neuilly,48220
200071843,CC du Vexin Normand,CC,27430,La Neuve-Grange,296441
200066462,CC Interco Normandie Sud Eure,CC,27431,La Neuve-Lyre,267802
200066413,CC Intercom Bernay Terres de Normandie,CC,27432,La Neuville-du-Bosc,45832
200066413,CC Intercom Bernay Terres de Normandie,CC,27433,Neuville-sur-Authou,64320
200066017,CC Lieuvin Pays d'Auge,CC,27434,Noards,91717
200066017,CC Lieuvin Pays d'Auge,CC,27435,La Noë-Poulain,39555
242700276,CC du Pays de Conches,CC,27436,Nogent-le-Sec,176415
200071843,CC du Vexin Normand,CC,27437,Nojeon-en-Vexin,114347
200040277,CA Agglo du Pays de Dreux,CA,27438,Nonancourt,14724
200071454,CA Evreux Portes de Normandie,CA,27439,Normanville,159133
200072312,CA Seine Normandie Agglomération,CA,27440,Notre-Dame-de-l'Isle,89426
200066413,CC Intercom Bernay Terres de Normandie,CC,27441,Notre-Dame-d'Épine,105005
200066413,CC Intercom Bernay Terres de Normandie,CC,27442,Notre-Dame-du-Hamel,188300
200066413,CC Intercom Bernay Terres de Normandie,CC,27444,Le Noyer-en-Ouche,117996
200071843,CC du Vexin Normand,CC,27445,Noyers,10201
242700276,CC du Pays de Conches,CC,27446,Ormes,252176
242700276,CC du Pays de Conches,CC,27447,Le Val-Doré,88505
200072312,CA Seine Normandie Agglomération,CA,27448,Pacy-sur-Eure,149317
200071454,CA Evreux Portes de Normandie,CA,27451,Parville,187498
200070142,CC Lyons Andelle,CC,27453,Perriers-sur-Andelle,65812
200070142,CC Lyons Andelle,CC,27454,Perruel,259182
200066017,CC Lieuvin Pays d'Auge,CC,27455,Piencourt,294425
200089456,CA Seine-Eure,CA,27456,Pinterville,178372
200066462,CC Interco Normandie Sud Eure,CC,27457,Piseux,237468
200089456,CA Seine-Eure,CA,27458,Pîtres,211527
200066017,CC Lieuvin Pays d'Auge,CC,27459,Les Places,11566
200066413,CC Intercom Bernay Terres de Normandie,CC,27460,Plainville,251367
200066017,CC Lieuvin Pays d'Auge,CC,27462,Le Planquay,242128
200066413,CC Intercom Bernay Terres de Normandie,CC,27463,Plasnes,39049
200071454,CA Evreux Portes de Normandie,CA,27464,Le Plessis-Grohan,244627
200072312,CA Seine Normandie Agglomération,CA,27465,Le Plessis-Hébert,153350
200066413,CC Intercom Bernay Terres de Normandie,CC,27466,Le Plessis-Sainte-Opportune,246553
200065787,CC de Pont-Audemer / Val de Risle,CC,27467,Pont-Audemer,86514
200065787,CC de Pont-Audemer / Val de Risle,CC,27468,Pont-Authou,173940
200089456,CA Seine-Eure,CA,27469,Pont-de-l'Arche,87001
200070142,CC Lyons Andelle,CC,27470,Pont-Saint-Pierre,288475
200089456,CA Seine-Eure,CA,27471,Porte-de-Seine,110225
242700276,CC du Pays de Conches,CC,27472,Portes,94983
200072312,CA Seine Normandie Agglomération,CA,27473,Port-Mort,140517
200089456,CA Seine-Eure,CA,27474,Poses,179951
200066017,CC Lieuvin Pays d'Auge,CC,27475,La Poterie-Mathieu,206176
200065787,CC de Pont-Audemer / Val de Risle,CC,27476,Les Préaux,98689
200072312,CA Seine Normandie Agglomération,CA,27477,Pressagny-l'Orgueilleux,48647
200071454,CA Evreux Portes de Normandie,CA,27478,Prey,73826
200071843,CC du Vexin Normand,CC,27480,Puchay,67278
200066462,CC Interco Normandie Sud Eure,CC,27481,Pullay,224183
242700607,CC du Pays du Neubourg,CC,27482,La Pyle,99709
200089456,CA Seine-Eure,CA,27483,Quatremare,44573
200065787,CC de Pont-Audemer / Val de Risle,CC,27485,Quillebeuf-sur-Seine,35979
242700607,CC du Pays du Neubourg,CC,27486,Quittebeuf,161153
200070142,CC Lyons Andelle,CC,27487,Radepont,71722
200070142,CC Lyons Andelle,CC,27488,Renneville,28894
200071454,CA Evreux Portes de Normandie,CA,27489,Reuilly,99225
200071843,CC du Vexin Normand,CC,27490,Richeville,204582
200066413,CC Intercom Bernay Terres de Normandie,CC,27492,Romilly-la-Puthenaye,147241
200070142,CC Lyons Andelle,CC,27493,Romilly-sur-Andelle,197247
200072312,CA Seine Normandie Agglomération,CA,27495,La Roquette,43751
200070142,CC Lyons Andelle,CC,27496,Rosay-sur-Lieure,244347
200065787,CC de Pont-Audemer / Val de Risle,CC,27497,Rougemontiers,155937
200066413,CC Intercom Bernay Terres de Normandie,CC,27498,Rouge-Perriers,119980
200065787,CC de Pont-Audemer / Val de Risle,CC,27500,Routot,81244
200072312,CA Seine Normandie Agglomération,CA,27501,Rouvray,166245
200066462,CC Interco Normandie Sud Eure,CC,27502,Rugles,136319
200071454,CA Evreux Portes de Normandie,CA,27504,Sacquenville,30987
200066413,CC Intercom Bernay Terres de Normandie,CC,27505,Saint-Agnan-de-Cernières,229926
200071454,CA Evreux Portes de Normandie,CA,27507,Saint-André-de-l'Eure,139139
200066462,CC Interco Normandie Sud Eure,CC,27508,Saint-Antonin-de-Sommaire,133412
242700607,CC du Pays du Neubourg,CC,27511,Saint-Aubin-d'Écrosville,197745
200066017,CC Lieuvin Pays d'Auge,CC,27512,Saint-Aubin-de-Scellon,76580
200066413,CC Intercom Bernay Terres de Normandie,CC,27514,Saint-Aubin-du-Thenney,270435
200066413,CC Intercom Bernay Terres de Normandie,CC,27516,Treis-Sants-en-Ouche,122485
200089456,CA Seine-Eure,CA,27517,Saint-Aubin-sur-Gaillon,249276
200066405,CC Roumois Seine,CC,27518,Saint-Aubin-sur-Quillebeuf,275979
200066017,CC Lieuvin Pays d'Auge,CC,27520,Saint-Benoît-des-Ombres,128689
200066462,CC Interco Normandie Sud Eure,CC,27521,Saint-Christophe-sur-Avre,170282
200066017,CC Lieuvin Pays d'Auge,CC,27522,Saint-Christophe-sur-Condé,117967
242700607,CC du Pays du Neubourg,CC,27524,Sainte-Colombe-la-Commanderie,28097
200072312,CA Seine Normandie Agglomération,CA,27525,Sainte-Colombe-près-Vernon,248084
200066413,CC Intercom Bernay Terres de Normandie,CC,27527,Saint-Cyr-de-Salerne,249437
200089456,CA Seine-Eure,CA,27528,Le Vaudreuil,82269
200089456,CA Seine-Eure,CA,27529,Saint-Cyr-la-Campagne,12373
200066413,CC Intercom Bernay Terres de Normandie,CC,27530,Saint-Denis-d'Augerons,209529
200066405,CC Roumois Seine,CC,27531,Saint-Denis-des-Monts,279021
200071843,CC du Vexin Normand,CC,27533,Saint-Denis-le-Ferment,170146
200089456,CA Seine-Eure,CA,27534,Saint-Didier-des-Bois,32628
242700276,CC du Pays de Conches,CC,27535,Saint-Élier,147531
200066413,CC Intercom Bernay Terres de Normandie,CC,27536,Saint-Éloi-de-Fourques,139367
200089456,CA Seine-Eure,CA,27537,Saint-Étienne-du-Vauvray,47683
200066017,CC Lieuvin Pays d'Auge,CC,27538,Saint-Étienne-l'Allier,161068
200089456,CA Seine-Eure,CA,27539,Saint-Étienne-sous-Bailleul,15449
200072312,CA Seine Normandie Agglomération,CA,27540,Sainte-Geneviève-lès-Gasny,142505
200066017,CC Lieuvin Pays d'Auge,CC,27541,Le Mesnil-Saint-Jean,63527
200066017,CC Lieuvin Pays d'Auge,CC,27542,Saint-Georges-du-Vièvre,10092
200040277,CA Agglo du Pays de Dreux,CA,27543,Saint-Georges-Motel,264534
200071454,CA Evreux Portes de Normandie,CA,27544,Saint-Germain-de-Fresney,10680
200089456,CA Seine-Eure,CA,27545,Saint-Germain-de-Pasquier,282806
200071454,CA Evreux Portes de Normandie,CA,27546,Saint-Germain-des-Angles,136395
200066017,CC Lieuvin Pays d'Auge,CC,27547,Saint-Germain-la-Campagne,109093
200071454,CA Evreux Portes de Normandie,CA,27548,Saint-Germain-sur-Avre,34546
200066017,CC Lieuvin Pays d'Auge,CC,27550,Saint-Grégoire-du-Vièvre,103900
200066413,CC Intercom Bernay Terres de Normandie,CC,27552,Saint-Jean-du-Thenney,13031
200089456,CA Seine-Eure,CA,27553,Saint-Julien-de-la-Liègue,71351
200072312,CA Seine Normandie Agglomération,CA,27554,La Chapelle-Longueville,214714
200071454,CA Evreux Portes de Normandie,CA,27555,Saint-Laurent-des-Bois,182842
200066413,CC Intercom Bernay Terres de Normandie,CC,27556,Saint-Laurent-du-Tencement,86877
200066413,CC Intercom Bernay Terres de Normandie,CC,27557,Saint-Léger-de-Rôtes,69909
200066405,CC Roumois Seine,CC,27558,Saint-Léger-du-Gennetey,155387
200071454,CA Evreux Portes de Normandie,CA,27560,Saint-Luc,8249
200066827,CC du Pays de Honfleur-Beuzeville,CC,27561,Saint-Maclou,136020
200072312,CA Seine Normandie Agglomération,CA,27562,Saint-Marcel,165420
200065787,CC de Pont-Audemer / Val de Risle,CC,27563,Saint-Mards-de-Blacarville,86829
200066017,CC Lieuvin Pays d'Auge,CC,27564,Saint-Mards-de-Fresne,139586
200066462,CC Interco Normandie Sud Eure,CC,27565,Le Lesme,274274
200071843,CC du Vexin Normand,CC,27567,Sainte-Marie-de-Vatimesnil,90859
242700276,CC du Pays de Conches,CC,27568,Sainte-Marthe,199421
200066413,CC Intercom Bernay Terres de Normandie,CC,27569,Saint-Martin-du-Tilleul,23103
200071454,CA Evreux Portes de Normandie,CA,27570,Saint-Martin-la-Campagne,238124
200066017,CC Lieuvin Pays d'Auge,CC,27571,Saint-Martin-Saint-Firmin,121889
242700607,CC du Pays du Neubourg,CC,27572,Saint-Meslin-du-Bosc,30998
242700607,CC du Pays du Neubourg,CC,27576,Sainte-Opportune-du-Bosc,53098
200066405,CC Roumois Seine,CC,27577,Sainte-Opportune-la-Mare,104933
200066462,CC Interco Normandie Sud Eure,CC,27578,Sainte-Marie-d'Attez,185050
200066405,CC Roumois Seine,CC,27579,Saint-Ouen-de-Pontcheuil,161118
200066405,CC Roumois Seine,CC,27580,Saint-Ouen-de-Thouberville,236175
200066405,CC Roumois Seine,CC,27582,Saint-Ouen-du-Tilleul,60343
200066413,CC Intercom Bernay Terres de Normandie,CC,27584,Saint-Paul-de-Fourques,253059
200066405,CC Roumois Seine,CC,27586,Saint-Philbert-sur-Boissey,210764
200065787,CC de Pont-Audemer / Val de Risle,CC,27587,Saint-Philbert-sur-Risle,277885
200089456,CA Seine-Eure,CA,27589,Saint-Pierre-de-Bailleul,87247
200066413,CC Intercom Bernay Terres de Normandie,CC,27590,Saint-Pierre-de-Cernières,27165
200066017,CC Lieuvin Pays d'Auge,CC,27591,Saint-Pierre-de-Cormeilles,213913
200066413,CC Intercom Bernay Terres de Normandie,CC,27592,Saint-Pierre-de-Salerne,239621
200066405,CC Roumois Seine,CC,27593,Saint-Pierre-des-Fleurs,98725
200066017,CC Lieuvin Pays d'Auge,CC,27594,Saint-Pierre-des-Ifs,11487
200066405,CC Roumois Seine,CC,27595,Saint-Pierre-du-Bosguérard,208172
200066827,CC du Pays de Honfleur-Beuzeville,CC,27597,Saint-Pierre-du-Val,118767
200089456,CA Seine-Eure,CA,27598,Saint-Pierre-du-Vauvray,32775
200089456,CA Seine-Eure,CA,27599,Saint-Pierre-la-Garenne,168383
200065787,CC de Pont-Audemer / Val de Risle,CC,27601,Saint-Samson-de-la-Roque,225538
200071454,CA Evreux Portes de Normandie,CA,27602,Saint-Sébastien-de-Morsent,197026
200066017,CC Lieuvin Pays d'Auge,CC,27603,Saint-Siméon,127567
200066827,CC du Pays de Honfleur-Beuzeville,CC,27604,Saint-Sulpice-de-Grimbouville,7302
200066017,CC Lieuvin Pays d'Auge,CC,27605,Saint-Sylvestre-de-Cormeilles,251075
200065787,CC de Pont-Audemer / Val de Risle,CC,27606,Saint-Symphorien,275436
200066413,CC Intercom Bernay Terres de Normandie,CC,27608,Saint-Victor-de-Chrétienville,167339
200066413,CC Intercom Bernay Terres de Normandie,CC,27609,Saint-Victor-d'Épine,127147
200066462,CC Interco Normandie Sud Eure,CC,27610,Saint-Victor-sur-Avre,137066
200071454,CA Evreux Portes de Normandie,CA,27611,Saint-Vigor,14937
200072312,CA Seine Normandie Agglomération,CA,27612,Saint-Vincent-des-Bois,10920
200066017,CC Lieuvin Pays d'Auge,CC,27613,Saint-Vincent-du-Boulay,228982
200071843,CC du Vexin Normand,CC,27614,Sancourt,257905
200071454,CA Evreux Portes de Normandie,CA,27615,Sassey,73369
200089456,CA Seine-Eure,CA,27616,La Saussaye,92152
200071843,CC du Vexin Normand,CC,27617,Saussay-la-Campagne,141970
242700276,CC du Pays de Conches,CC,27618,Sébécourt,146642
200065787,CC de Pont-Audemer / Val de Risle,CC,27620,Selles,178553
200071454,CA Evreux Portes de Normandie,CA,27621,Serez,139300
200066413,CC Intercom Bernay Terres de Normandie,CC,27622,Serquigny,110650
200089456,CA Seine-Eure,CA,27623,Surtauville,102805
200089456,CA Seine-Eure,CA,27624,Surville,157614
200072312,CA Seine Normandie Agglomération,CA,27625,Suzay,48786
200066017,CC Lieuvin Pays d'Auge,CC,27627,Le Theil-Nolent,171159
200066017,CC Lieuvin Pays d'Auge,CC,27629,Thiberville,7660
200066413,CC Intercom Bernay Terres de Normandie,CC,27630,Thibouville,214882
200065787,CC de Pont-Audemer / Val de Risle,CC,27631,Thierville,82301
200071843,CC du Vexin Normand,CC,27632,Le Thil,262649
200071843,CC du Vexin Normand,CC,27633,Les Thilliers-en-Vexin,152727
200072312,CA Seine Normandie Agglomération,CA,27635,Le Thuit,159619
200066405,CC Roumois Seine,CC,27638,Le Thuit de l'Oison,165549
242700276,CC du Pays de Conches,CC,27640,Tilleul-Dame-Agnès,123117
242700607,CC du Pays du Neubourg,CC,27641,Le Tilleul-Lambert,69874
200066462,CC Interco Normandie Sud Eure,CC,27643,Tillières-sur-Avre,260502
200072312,CA Seine Normandie Agglomération,CA,27644,Tilly,21550
200066405,CC Roumois Seine,CC,27645,Tocqueville,150918
200066017,CC Lieuvin Pays d'Auge,CC,27646,Le Torpt,21866
200070142,CC Lyons Andelle,CC,27649,Touffreville,96101
242700607,CC du Pays du Neubourg,CC,27650,Tournedos-Bois-Hubert,221551
200071454,CA Evreux Portes de Normandie,CA,27652,Tourneville,64628
242700607,CC du Pays du Neubourg,CC,27654,Tourville-la-Campagne,275701
200065787,CC de Pont-Audemer / Val de Risle,CC,27655,Tourville-sur-Pont-Audemer,74712
200065787,CC de Pont-Audemer / Val de Risle,CC,27656,Toutainville,162175
242700607,CC du Pays du Neubourg,CC,27658,Le Tremblay-Omonville,244468
200071454,CA Evreux Portes de Normandie,CA,27659,La Trinité,52572
200066413,CC Intercom Bernay Terres de Normandie,CC,27660,La Trinité-de-Réville,172654
200066405,CC Roumois Seine,CC,27661,La Trinité-de-Thouberville,178561
200065787,CC de Pont-Audemer / Val de Risle,CC,27662,Triqueville,113265
242700607,CC du Pays du Neubourg,CC,27663,Le Troncq,182689
200070142,CC Lyons Andelle,CC,27664,Le Tronquay,237707
200066405,CC Roumois Seine,CC,27665,Trouville-la-Haule,179725
200089456,CA Seine-Eure,CA,27666,La Vacherie,113959
200066413,CC Intercom Bernay Terres de Normandie,CC,27667,Valailles,75584
200071454,CA Evreux Portes de Normandie,CA,27668,Le Val-David,228556
200066405,CC Roumois Seine,CC,27669,Valletot,34421
200070142,CC Lyons Andelle,CC,27670,Vandrimare,88842
200066017,CC Lieuvin Pays d'Auge,CC,27671,Vannecrocq,206935
200070142,CC Lyons Andelle,CC,27672,Vascœuil,22084
200072312,CA Seine Normandie Agglomération,CA,27673,Vatteville,243236
200072312,CA Seine Normandie Agglomération,CA,27674,Vaux-sur-Eure,263185
242700607,CC du Pays du Neubourg,CC,27677,Venon,106224
200071454,CA Evreux Portes de Normandie,CA,27678,Les Ventes,133014
200066462,CC Interco Normandie Sud Eure,CC,27679,Verneuil d'Avre et d'Iton,280605
200066413,CC Intercom Bernay Terres de Normandie,CC,27680,Verneusses,252550
200072312,CA Seine Normandie Agglomération,CA,27681,Vernon,225897
200071843,CC du Vexin Normand,CC,27682,Vesly,69799
200072312,CA Seine Normandie Agglomération,CA,27683,Vézillon,213850
200071454,CA Evreux Portes de Normandie,CA,27684,Le Vieil-Évreux,208956
200066462,CC Interco Normandie Sud Eure,CC,27685,La Vieille-Lyre,36917
200066405,CC Roumois Seine,CC,27686,Vieux-Port,156777
200072312,CA Seine Normandie Agglomération,CA,27689,Villegats,190211
200071843,CC du Vexin Normand,CC,27690,Villers-en-Vexin,111171
200089456,CA Seine-Eure,CA,27691,Villers-sur-le-Roule,12898
242700607,CC du Pays du Neubourg,CC,27692,Villettes,85385
200066462,CC Interco Normandie Sud Eure,CC,27693,Sylvains-Lès-Moulins,182205
200072312,CA Seine Normandie Agglomération,CA,27694,Villez-sous-Bailleul,148696
242700607,CC du Pays du Neubourg,CC,27695,Villez-sur-le-Neubourg,180162
200072312,CA Seine Normandie Agglomération,CA,27696,Villiers-en-Désœuvre,121865
200089456,CA Seine-Eure,CA,27697,Vironvay,86466
242700607,CC du Pays du Neubourg,CC,27698,Vitot,7556
200066405,CC Roumois Seine,CC,27699,Voiscreville,149284
200089456,CA Seine-Eure,CA,27700,Vraiville,120044
200089456,CA Seine-Eure,CA,27701,Val-de-Reuil,271499
200040277,CA Agglo du Pays de Dreux,CA,28001,Abondant,58757
200040277,CA Agglo du Pays de Dreux,CA,28003,Allainville,164814
200033181,CA Chartres Métropole,CA,28004,Allonnes,40859
242852465,CC du Bonnevalais,CC,28005,Alluyes,245536
200033181,CA Chartres Métropole,CA,28006,Amilly,262222
200040277,CA Agglo du Pays de Dreux,CA,28007,Anet,68987
200040277,CA Agglo du Pays de Dreux,CA,28008,Ardelles,229938
200070159,CC Cœur de Beauce,CC,28009,Ardelu,66931
200006971,CC du Perche,CC,28010,Argenvilliers,170229
200069961,CC du Grand Châteaudun,CC,28012,Commune nouvelle d'Arrou,252315
200069953,CC des Portes Euréliennes d'Île-de-France,CC,28013,Aunay-sous-Auneau,15970
200040277,CA Agglo du Pays de Dreux,CA,28014,Aunay-sous-Crécy,76195
200069953,CC des Portes Euréliennes d'Île-de-France,CC,28015,Auneau-Bleury-Saint-Symphorien,79756
200006971,CC du Perche,CC,28016,Les Autels-Villevillon,289011
200006971,CC du Perche,CC,28018,Authon-du-Perche,150784
200070159,CC Cœur de Beauce,CC,28019,Baigneaux,170945
200058360,CC Entre Beauce et Perche,CC,28021,Bailleau-le-Pin,57785
200033181,CA Chartres Métropole,CA,28022,Bailleau-l'Évêque,68227
200069953,CC des Portes Euréliennes d'Île-de-France,CC,28023,Bailleau-Armenonville,191856
200033181,CA Chartres Métropole,CA,28024,Barjouville,112692
200070159,CC Cœur de Beauce,CC,28025,Barmainville,277426
200070159,CC Cœur de Beauce,CC,28026,Baudreville,23053
200069961,CC du Grand Châteaudun,CC,28027,La Bazoche-Gouet,114575
200070159,CC Cœur de Beauce,CC,28028,Bazoches-en-Dunois,197460
200070159,CC Cœur de Beauce,CC,28029,Bazoches-les-Hautes,140833
200040277,CA Agglo du Pays de Dreux,CA,28030,Beauche,143209
200006971,CC du Perche,CC,28031,Beaumont-les-Autels,154902
200070159,CC Cœur de Beauce,CC,28032,Beauvilliers,285832
200070167,CC Terres de Perche,CC,28033,Belhomert-Guéhouville,102119
200033181,CA Chartres Métropole,CA,28034,Berchères-Saint-Germain,34287
200033181,CA Chartres Métropole,CA,28035,Berchères-les-Pierres,173027
200040277,CA Agglo du Pays de Dreux,CA,28036,Berchères-sur-Vesgre,277022
200040277,CA Agglo du Pays de Dreux,CA,28037,Bérou-la-Mulotière,29992
200006971,CC du Perche,CC,28038,Béthonvilliers,226282
200069953,CC des Portes Euréliennes d'Île-de-France,CC,28039,Béville-le-Comte,195422
200058360,CC Entre Beauce et Perche,CC,28040,Billancelles,106116
200058360,CC Entre Beauce et Perche,CC,28041,Blandainville,10561
200040277,CA Agglo du Pays de Dreux,CA,28045,Boissy-en-Drouais,7033
200069912,CC des Forêts du Perche,CC,28046,Boissy-lès-Perche,186092
200033181,CA Chartres Métropole,CA,28047,Boisville-la-Saint-Père,238564
200033181,CA Chartres Métropole,CA,28048,La Bourdinière-Saint-Loup,25689
200033181,CA Chartres Métropole,CA,28049,Boncé,207030
200040277,CA Agglo du Pays de Dreux,CA,28050,Boncourt,138007
242852465,CC du Bonnevalais,CC,28051,Bonneval,271479
200033181,CA Chartres Métropole,CA,28052,Bouglainval,236419
200040277,CA Agglo du Pays de Dreux,CA,28053,Le Boullay-les-Deux-Églises,145824
200040277,CA Agglo du Pays de Dreux,CA,28054,Le Boullay-Mivoye,52627
200040277,CA Agglo du Pays de Dreux,CA,28055,Le Boullay-Thierry,147198
247800550,CC du Pays Houdanais (C.C.P.H.),CC,28056,Boutigny-Prouais,54384
242852465,CC du Bonnevalais,CC,28057,Bouville,117093
200069953,CC des Portes Euréliennes d'Île-de-France,CC,28058,Bréchamps,73969
200040277,CA Agglo du Pays de Dreux,CA,28059,Brezolles,270938
200033181,CA Chartres Métropole,CA,28060,Briconville,86714
200069961,CC du Grand Châteaudun,CC,28061,Brou,264105
200040277,CA Agglo du Pays de Dreux,CA,28062,Broué,129058
200040277,CA Agglo du Pays de Dreux,CA,28064,Bû,51238
